CUSTOMER_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,SCR,HOLDING PERIOD,ACCOUNT TYPE,LENGTH OF RELATIONSHIP IN MONTHS,Number of Credit Transactions,Number of debit transactions,Total No. of Transaction,No. of Branch Cash Withdrawal Transactions,No. of ATM Debit Transactions,No. of Net Debit Transactions,No. of Mobile Banking Debit Transactions,No. of Cheque Debit Transactions,"Has Credit Card - 1: Yes, 0: No",Amount Withdrawn from ATM,Amount cash withdrawn from Branch ,Amount debited by Cheque Transactions,Amount debited by Net Transactions,Amount debited by Mobile Banking Transactions,Total Amount Debited,Has any banking charges,Amount charged by way of the Other Bank ATM usage,Amount charged by way Minimum Balance not maintained,Amount charged by way Inward Cheque Bounce,Amount charged by way Outward Cheque Bounce,Avg. Amt withdrawn per ATM Transaction,Avg. Amt withdrawn per Cash Withdrawal Transaction,Avg. Amt debited per Cheque Transaction,Avg. Amt debited per Net Transaction,Avg. Amt debited per Mobile Banking Transaction,"Has Nominee - 1: Yes, 0: No","Has any earlier loan - 1: Yes, 0: No"
12338,0,33,MALE,85294.34,SELF EMPLOYEE,123,20,SA,148,8,6,14,3,1,1,0,1,1,9300,47790,0,711196,0,777686,0,0,0,0,0,18700,15930,0,711196,0,1,1
13854,0,51,MALE,137931.05,SALARIED EMPLOYEE,356,29,CA,132,38,4,42,1,2,0,1,0,0,16800,687720,0,0,137966,874386,0,0,0,0,0,24350,687720,0,0,137966,1,0
14844,0,55,MALE,55580.29,PROFESSOR,264,24,SA,106,14,3,17,0,1,1,0,1,0,0,0,72190,230659,0,312049,0,0,0,0,0,9200,0,72190,230659,0,1,0
1033,0,27,MALE,1321003.2,DEPENDANTS,208,3,SA,187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12302,0,49,MALE,198817.43,SELF EMPLOYEE,503,4,SA,115,19,15,34,2,2,4,1,6,0,8800,280060,469500,23792,30985,824637,0,0,0,0,0,10150,140030,78250,5948,30985,1,1
667,0,40,FEMALE,1453814.65,DEPENDANTS,410,21,SA,156,14,2,16,2,0,0,0,0,1,9000,924320,0,0,0,924320,0,0,0,0,0,0,462160,0,0,0,1,0
4780,0,53,MALE,129194.98,SALARIED EMPLOYEE,954,15,CA,113,33,19,52,8,2,6,1,2,1,0,63860,72670,229587,141917,537534,0,0,0,0,1,14750,7982.5,36335,38264.5,141917,1,1
7024,0,33,FEMALE,10013.61,PROFESSOR,791,1,SA,149,11,8,19,2,1,1,0,4,0,0,524070,58590,10453,0,612113,0,0,0,0,0,19000,262035,14647.5,10453,0,1,0
13265,0,53,FEMALE,321857.71,DEPENDANTS,822,18,SA,43,3,2,5,0,0,0,0,2,1,11600,0,69260,0,0,69260,0,0,0,0,0,0,0,34630,0,0,1,0
19223,0,42,MALE,72751,SALARIED EMPLOYEE,254,25,SA,108,0,4,4,3,1,0,0,0,0,17000,618570,0,0,0,635470,0,0,0,0,0,16900,206190,0,0,0,1,1
5190,0,48,MALE,371735.85,DEPENDANTS,897,26,SA,38,14,3,17,2,1,0,0,0,1,0,326370,0,0,0,327170,1,0,0,0,0,800,163185,0,0,0,1,0
10716,0,28,MALE,272183.37,SALARIED EMPLOYEE,173,28,SA,106,16,1,17,1,0,0,0,0,1,0,515740,0,0,0,515740,0,0,0,0,0,0,515740,0,0,0,1,0
11526,0,30,MALE,204458.6,PROFESSOR,479,14,SA,177,6,6,12,0,1,1,0,4,0,7700,0,10580,770065,0,786845,1,0,0,0,0,6200,0,2645,770065,0,0,1
19371,0,25,MALE,200939.72,DEPENDANTS,361,11,SA,67,16,15,31,3,2,4,1,5,0,0,643860,77930,389804,163400,1308794,0,0,0,0,0,16900,214620,15586,97451,163400,1,1
13788,0,40,FEMALE,179633.39,DEPENDANTS,133,17,CA,108,13,16,29,10,2,0,1,3,1,15100,302500,26250,0,97747,464497,0,0,0,1,0,19000,30250,8750,0,97747,1,0
11979,0,26,MALE,2657898.43,SALARIED EMPLOYEE,871,6,SA,68,12,6,18,3,1,1,0,1,0,18700,217740,0,19803,0,250243,0,0,0,0,0,12700,72580,0,19803,0,1,0
373,0,38,MALE,532455.76,SELF EMPLOYEE,133,13,SA,89,15,8,23,4,1,1,0,2,0,48700,192130,31100,682771,0,922401,0,0,0,0,0,16400,48032.5,15550,682771,0,1,0
8521,0,28,MALE,112238.11,PROFESSOR,174,13,SA,158,16,14,30,2,2,4,1,5,0,9200,938930,373320,772784,90758,2179892,0,0,0,0,0,2050,469465,74664,193196,90758,1,1
8704,0,37,MALE,45758.75,PROFESSOR,509,6,SA,208,16,15,31,3,2,4,1,5,0,0,651370,710040,695320,175904,2271934,0,0,0,0,0,19650,217123.33,142008,173830,175904,1,1
8763,0,27,MALE,213129.27,DEPENDANTS,411,29,SA,45,10,3,13,0,0,1,2,0,0,41200,0,0,269327,159070,428397,1,0,0,0,0,0,0,0,269327,79535,1,1
758,0,28,FEMALE,48720.21,DEPENDANTS,654,25,SA,73,14,2,16,1,0,1,0,0,0,20300,748550,0,683268,0,1431818,0,0,0,0,0,0,748550,0,683268,0,1,0
11978,0,51,FEMALE,42066.77,DEPENDANTS,610,10,SA,86,4,3,7,2,0,0,0,1,0,0,68540,0,0,0,68540,0,0,0,0,0,0,34270,0,0,0,0,0
4202,0,29,FEMALE,82729.67,DEPENDANTS,134,28,SA,89,0,2,2,1,1,0,0,0,1,19000,516240,0,0,0,525540,0,0,0,0,0,9300,516240,0,0,0,1,0
6021,0,24,FEMALE,1711953.38,DEPENDANTS,204,13,SA,91,12,6,18,1,1,0,0,4,0,0,280450,60430,0,0,353780,0,0,0,0,0,12900,280450,15107.5,0,0,1,1
11671,0,29,FEMALE,2335997.79,PROFESSOR,162,11,SA,217,4,3,7,0,0,0,0,3,1,16900,0,26350,0,0,26350,0,0,0,0,0,0,0,8783.33,0,0,1,0
5618,0,28,MALE,3698099.06,DEPENDANTS,148,28,SA,118,12,3,15,1,1,1,0,0,1,800,408360,0,170595,0,586855,0,0,0,0,0,7900,408360,0,170595,0,0,1
284,0,46,MALE,150034.25,SELF EMPLOYEE,262,11,CA,73,52,21,73,10,2,6,1,2,0,0,656370,69800,179674,151434,1097478,0,0,0,0,0,20100,65637,34900,29945.67,151434,1,1
12783,0,53,FEMALE,1413423.33,DEPENDANTS,336,12,SA,46,13,7,20,0,1,1,0,5,1,6200,0,453330,539750,0,994480,0,0,0,0,0,1400,0,90666,539750,0,1,1
14462,0,23,FEMALE,504540.53,SALARIED EMPLOYEE,266,4,SA,75,4,3,7,1,0,0,0,2,1,0,812520,93580,0,0,906100,0,0,0,0,0,0,812520,46790,0,0,1,1
12841,0,43,FEMALE,145842.03,DEPENDANTS,352,27,SA,157,4,1,5,0,0,1,0,0,0,33800,0,0,370457,0,370457,0,0,0,0,0,0,0,0,370457,0,1,1
2403,0,32,MALE,58059.04,PROFESSOR,673,20,SA,120,7,7,14,0,1,1,0,5,0,48700,0,843030,277818,0,1121348,0,0,0,0,0,500,0,168606,277818,0,1,0
16097,0,54,FEMALE,92322.04,SELF EMPLOYEE,142,16,SA,187,6,4,10,1,0,0,0,3,0,38000,326890,44200,0,0,371090,0,0,0,0,0,0,326890,14733.33,0,0,1,1
4503,0,51,MALE,1882550.66,SALARIED EMPLOYEE,818,29,SA,126,8,2,10,1,0,0,0,1,0,12700,611500,22190,0,0,633690,0,0,0,0,0,0,611500,22190,0,0,1,0
2775,0,42,MALE,548801.33,SELF EMPLOYEE,589,6,SA,187,5,6,11,1,1,0,0,4,1,16400,881890,47410,0,0,938700,0,0,0,0,0,9400,881890,11852.5,0,0,1,0
16003,0,50,FEMALE,10775.21,SELF EMPLOYEE,340,22,SA,185,10,2,12,1,1,0,0,0,1,4100,189980,0,0,0,192880,0,0,0,0,0,2900,189980,0,0,0,1,1
19006,0,37,MALE,28884.86,SELF EMPLOYEE,225,3,SA,66,7,6,13,3,1,1,0,1,0,39300,1000,0,290408,0,305908,0,0,0,0,0,14500,333.33,0,290408,0,1,1
10158,0,32,FEMALE,281955.94,SELF EMPLOYEE,235,30,CA,142,32,3,35,0,0,1,1,1,0,0,0,83120,544304,68073,695497,0,0,0,0,0,0,0,83120,544304,68073,1,0
107,0,41,FEMALE,146270.63,DEPENDANTS,815,19,SA,31,6,4,10,0,0,0,0,4,0,0,0,76860,0,0,76860,1,0,0,0,0,0,0,19215,0,0,1,1
11899,0,21,FEMALE,1274667.52,PROFESSOR,194,10,SA,61,3,2,5,0,0,0,0,2,0,16800,0,43400,0,0,43400,0,0,0,0,0,0,0,21700,0,0,1,0
15621,0,35,FEMALE,1890754.16,DEPENDANTS,264,9,CA,98,26,24,50,4,3,7,1,9,1,9300,393870,2843460,324282,176827,3759739,0,0,0,0,0,7100,98467.5,315940,46326,176827,1,1
13944,0,55,FEMALE,41418.1,DEPENDANTS,185,27,SA,165,12,3,15,2,0,1,0,0,0,0,835730,0,791722,0,1627452,0,0,0,0,0,0,417865,0,791722,0,1,0
19335,0,37,FEMALE,35350.88,SALARIED EMPLOYEE,330,26,SA,103,5,1,6,1,0,0,0,0,0,7900,621600,0,0,0,621600,0,0,0,0,0,0,621600,0,0,0,1,0
12516,0,43,MALE,11141.36,SALARIED EMPLOYEE,103,22,CA,138,1,3,4,2,0,1,0,0,0,40200,440900,0,472453,0,913353,0,0,0,0,0,0,220450,0,472453,0,1,0
8856,0,32,FEMALE,668514.85,DEPENDANTS,260,26,SA,199,0,2,2,0,1,1,0,0,0,0,0,0,260352,0,269752,0,0,0,0,0,9400,0,0,260352,0,0,0
13402,0,49,FEMALE,112944.69,DEPENDANTS,353,19,SA,170,4,3,7,1,0,0,0,2,0,1400,882340,15770,0,0,898110,0,0,0,0,0,0,882340,7885,0,0,1,1
18711,0,46,MALE,58476.26,SALARIED EMPLOYEE,285,20,SA,111,6,6,12,1,1,0,0,4,0,0,419650,88400,0,0,525350,0,0,0,0,0,17300,419650,22100,0,0,1,0
13795,0,41,FEMALE,94182.93,DEPENDANTS,271,22,CA,62,7,2,9,1,1,0,0,0,1,0,706340,0,0,0,711540,0,0,0,0,0,5200,706340,0,0,0,1,0
14613,0,46,MALE,1679271.36,DEPENDANTS,947,3,SA,172,8,6,14,3,1,1,0,1,0,500,354460,0,193129,0,562089,0,0,0,0,0,14500,118153.33,0,193129,0,1,1
6202,0,43,MALE,211612.41,DEPENDANTS,198,12,CA,30,33,19,52,0,2,6,1,10,0,0,0,2395010,471280,101810,2983200,0,0,0,0,0,7550,0,239501,78546.67,101810,1,1
15387,0,45,MALE,176858.22,SELF EMPLOYEE,724,9,SA,175,3,2,5,1,0,0,0,1,0,0,484940,0,0,0,484940,0,0,0,0,0,0,484940,0,0,0,0,1
7386,0,45,MALE,5939.56,PROFESSOR,335,31,SA,167,2,1,3,0,0,0,0,1,0,9400,0,59740,0,0,59740,0,0,0,0,0,0,0,59740,0,0,0,0
11164,0,40,MALE,112788.72,DEPENDANTS,187,23,SA,211,10,2,12,2,0,0,0,0,0,2900,63290,0,0,0,63290,0,0,0,0,0,0,31645,0,0,0,1,0
18722,0,29,MALE,275339.66,DEPENDANTS,647,6,SA,51,8,6,14,2,1,1,0,2,0,0,736300,65090,647334,0,1459024,0,0,0,0,0,10300,368150,32545,647334,0,1,0
7627,0,45,MALE,28260.23,PROFESSOR,757,1,SA,162,11,6,17,2,1,1,0,2,0,0,237690,67380,181543,0,496513,0,0,0,0,0,9900,118845,33690,181543,0,0,0
18061,0,43,MALE,24268.84,SALARIED EMPLOYEE,158,30,SA,134,6,1,7,1,0,0,0,0,0,0,836130,0,0,0,836130,0,0,0,0,0,0,836130,0,0,0,1,0
1844,0,43,FEMALE,31172.45,PROFESSOR,178,25,CA,90,1,4,5,3,0,0,1,0,0,0,974720,0,0,119657,1094377,0,0,0,0,0,0,324906.67,0,0,119657,1,1
11756,0,32,MALE,16535.71,SELF EMPLOYEE,273,18,SA,192,10,5,15,1,1,1,0,2,1,21300,597550,70030,857856,0,1535836,0,0,0,1,1,10400,597550,35015,857856,0,1,0
7451,0,43,MALE,39743.37,SALARIED EMPLOYEE,331,18,SA,178,6,5,11,1,1,1,0,2,0,18500,323480,72700,185245,0,589025,0,0,0,0,0,7600,323480,36350,185245,0,1,1
6033,0,38,FEMALE,2456863.43,DEPENDANTS,150,24,SA,64,12,1,13,0,1,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,7000,0,0,0,0,1,1
11971,0,37,MALE,788659.77,SELF EMPLOYEE,798,10,SA,81,3,2,5,0,0,0,0,2,0,9400,0,86360,0,0,86360,0,0,0,0,0,0,0,43180,0,0,1,1
262,0,41,MALE,4622.41,SELF EMPLOYEE,413,17,SA,168,8,6,14,1,1,0,0,4,0,0,511350,24760,0,0,554410,1,0,0,0,0,18300,511350,6190,0,0,1,0
19504,0,32,FEMALE,663554.31,DEPENDANTS,184,29,SA,96,2,4,6,2,2,0,0,0,0,17300,645880,0,0,0,671780,0,0,0,0,0,12950,322940,0,0,0,1,1
18301,0,27,MALE,55556.62,SALARIED EMPLOYEE,479,27,CA,137,39,2,41,0,0,0,1,1,0,5200,0,12430,0,32093,44523,0,0,0,0,0,0,0,12430,0,32093,0,0
4788,0,27,MALE,1050241.35,SALARIED EMPLOYEE,476,19,SA,128,6,4,10,1,0,0,0,3,1,14500,536780,56160,0,0,592940,0,0,0,1,0,0,536780,18720,0,0,1,1
17050,0,37,MALE,220821.87,PROFESSOR,796,26,SA,107,1,3,4,1,1,0,0,1,0,15100,600980,46530,0,0,664810,0,0,0,0,0,17300,600980,46530,0,0,1,0
8847,0,51,MALE,715640.48,SALARIED EMPLOYEE,888,23,CA,186,13,4,17,1,0,2,1,0,0,0,239920,0,683251,154847,1078018,0,0,0,0,0,0,239920,0,341625.5,154847,1,1
2196,0,32,MALE,408453.95,DEPENDANTS,804,5,SA,189,14,7,21,2,1,0,0,4,0,0,732700,43130,0,0,780830,0,0,0,0,0,5000,366350,10782.5,0,0,0,0
4768,0,45,FEMALE,1996238.22,PROFESSOR,369,6,SA,84,15,8,23,1,1,1,0,5,0,47400,564810,387740,746063,0,1716913,0,0,0,0,0,18300,564810,77548,746063,0,1,0
4559,0,55,MALE,101624.53,SALARIED EMPLOYEE,384,1,CA,61,19,25,44,9,3,7,2,4,0,10300,755000,54640,719723,112949,1691212,0,0,0,0,0,16300,83888.89,13660,102817.57,56474.5,0,0
3979,0,47,MALE,869010.88,DEPENDANTS,415,1,CA,76,11,13,24,7,1,4,1,0,0,9900,890440,0,626284,122318,1640542,0,0,0,0,0,1500,127205.71,0,156571,122318,1,0
15174,0,41,MALE,3332866.93,SELF EMPLOYEE,183,29,SA,31,16,4,20,1,0,1,1,1,0,0,807100,42640,41667,15275,906682,0,0,0,0,0,0,807100,42640,41667,15275,1,0
14086,0,26,MALE,115017.56,SALARIED EMPLOYEE,615,18,SA,100,6,5,11,0,1,0,0,4,0,0,0,18180,0,0,29780,0,0,0,0,0,11600,0,4545,0,0,1,1
10821,0,33,FEMALE,141946,PROFESSOR,278,5,SA,59,2,2,4,0,0,0,0,2,0,10400,0,27490,0,0,27490,0,0,0,0,0,0,0,13745,0,0,1,1
3582,0,50,FEMALE,49054.71,DEPENDANTS,755,1,SA,120,11,6,17,2,1,1,0,2,1,7600,770050,78790,564717,0,1427257,0,0,0,0,0,13700,385025,39395,564717,0,1,0
18680,0,34,MALE,3243985.35,SALARIED EMPLOYEE,245,13,SA,46,4,3,7,0,0,0,0,3,0,2700,0,34640,0,0,34640,0,0,0,0,0,0,0,11546.67,0,0,1,1
5767,0,48,MALE,40400.3,DEPENDANTS,210,25,SA,210,14,3,17,3,0,0,0,0,0,17500,738640,0,0,0,738640,0,0,0,0,0,0,246213.33,0,0,0,1,1
8797,0,27,FEMALE,1072441.56,PROFESSOR,468,16,SA,206,16,15,31,5,2,3,1,4,1,0,286620,87330,403545,96991,912186,0,0,0,0,0,18850,57324,21832.5,134515,96991,1,1
18043,0,24,FEMALE,91098.45,SELF EMPLOYEE,630,16,SA,198,7,5,12,1,1,1,0,2,0,18300,788930,86680,60196,0,951706,0,0,0,0,0,15900,788930,43340,60196,0,1,1
2210,0,46,MALE,61038.19,PROFESSOR,378,9,SA,142,2,2,4,1,0,0,0,1,0,0,128230,0,0,0,128230,0,0,0,0,0,0,128230,0,0,0,1,1
4570,0,30,FEMALE,588239.97,SALARIED EMPLOYEE,310,11,SA,98,7,5,12,0,1,0,0,4,0,17300,0,31120,0,0,41920,0,0,0,0,0,10800,0,7780,0,0,1,1
19890,0,45,FEMALE,40307.53,PROFESSOR,515,18,SA,88,13,7,20,2,1,0,0,4,0,0,838570,58880,0,0,911350,0,0,0,0,0,13900,419285,14720,0,0,1,0
6514,0,32,MALE,1552152.1,SALARIED EMPLOYEE,933,25,SA,113,18,2,20,0,2,0,0,0,0,18300,0,0,0,0,36400,0,0,0,0,0,18200,0,0,0,0,1,1
15669,0,45,FEMALE,1182639.05,DEPENDANTS,270,13,SA,173,2,1,3,0,0,0,0,1,1,48900,0,39110,0,0,39110,0,0,0,0,0,0,0,39110,0,0,1,1
4449,0,51,FEMALE,576178.35,PROFESSOR,892,18,SA,34,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10100,0,50,MALE,204086.83,PROFESSOR,213,21,SA,213,5,2,7,1,1,0,0,0,1,0,435120,0,0,0,437020,0,0,0,0,0,1900,435120,0,0,0,1,0
2180,0,50,FEMALE,1511565.97,SELF EMPLOYEE,604,21,SA,78,17,1,18,1,0,0,0,0,0,11600,124300,0,0,0,124300,0,0,0,0,0,0,124300,0,0,0,1,1
12080,0,49,FEMALE,160211.19,PROFESSOR,359,25,SA,212,10,2,12,1,1,0,0,0,1,0,597020,0,0,0,602720,0,0,0,0,0,5700,597020,0,0,0,1,0
11305,0,34,MALE,24260.82,DEPENDANTS,328,1,SA,104,12,6,18,0,1,1,0,4,1,13700,0,73940,560116,0,636056,0,0,0,0,0,2000,0,18485,560116,0,1,0
9591,0,21,MALE,264635.27,DEPENDANTS,352,24,SA,94,16,3,19,2,1,0,0,0,0,35200,709260,0,0,0,723460,0,0,0,0,0,14200,354630,0,0,0,1,1
4769,0,51,MALE,1088265.82,PROFESSOR,479,29,SA,74,4,1,5,1,0,0,0,0,0,0,687130,0,0,0,687130,0,0,0,0,0,0,687130,0,0,0,1,1
1275,0,50,MALE,14973.85,SALARIED EMPLOYEE,388,17,SA,96,18,14,32,0,2,4,1,7,0,0,0,632470,827324,43895,1505789,0,0,0,0,0,1050,0,90352.86,206831,43895,1,0
2246,0,43,FEMALE,2006848.36,SALARIED EMPLOYEE,256,22,SA,103,2,2,4,0,2,0,0,0,0,37700,0,0,0,0,22000,0,0,0,0,0,11000,0,0,0,0,1,1
16610,0,36,MALE,3351988.35,SELF EMPLOYEE,689,16,CA,72,17,22,39,3,2,7,1,9,0,15900,165600,3261360,540714,14723,3989097,0,0,0,0,0,3350,55200,362373.33,77244.86,14723,1,1
7870,0,37,FEMALE,161870.61,SELF EMPLOYEE,166,12,SA,159,10,5,15,1,1,1,0,2,0,16800,632770,15490,658338,0,1322998,0,0,0,0,0,16400,632770,7745,658338,0,1,1
15151,0,29,MALE,20986.34,SALARIED EMPLOYEE,569,24,SA,151,2,2,4,1,1,0,0,0,0,0,335560,0,0,0,349160,1,0,0,0,0,13600,335560,0,0,0,1,0
1050,0,27,MALE,274458.07,PROFESSOR,437,25,SA,125,5,2,7,2,0,0,0,0,1,0,780010,0,0,0,780010,0,0,0,0,0,0,390005,0,0,0,1,1
11072,0,32,MALE,2155518.51,DEPENDANTS,344,22,CA,196,22,1,23,1,0,0,0,0,0,10800,608310,0,0,0,608310,0,0,0,0,0,0,608310,0,0,0,1,1
1607,0,54,FEMALE,961505.56,DEPENDANTS,253,15,CA,148,31,18,49,7,2,0,1,8,0,13900,687880,814880,0,24156,1572516,1,0,0,0,0,22800,98268.57,101860,0,24156,1,0
19778,0,27,MALE,3258.57,SELF EMPLOYEE,146,18,SA,140,5,5,10,1,1,1,0,2,1,6100,8910,57730,187031,0,271071,0,0,0,0,0,17400,8910,28865,187031,0,1,1
2109,0,38,MALE,62815.32,SALARIED EMPLOYEE,365,2,SA,213,8,5,13,1,1,1,0,2,0,18300,939940,55350,182050,0,1182540,0,0,0,0,0,5200,939940,27675,182050,0,1,0
7445,0,53,MALE,52504.8,SALARIED EMPLOYEE,117,7,SA,200,6,6,12,2,1,1,0,2,0,36400,118930,89340,327217,0,545987,0,0,0,0,0,10500,59465,44670,327217,0,1,1
7301,0,31,MALE,689085.32,SALARIED EMPLOYEE,423,11,SA,79,12,6,18,0,1,1,0,4,1,1900,0,10690,93296,0,117886,0,0,0,0,0,13900,0,2672.5,93296,0,1,0
6393,0,28,MALE,257053.79,PROFESSOR,640,28,SA,214,15,3,18,1,1,0,1,0,1,0,118300,0,0,68281,189981,0,0,0,0,0,3400,118300,0,0,68281,1,1
6407,0,23,FEMALE,56618.8,DEPENDANTS,750,9,SA,171,16,15,31,7,2,4,1,1,0,5700,643800,23150,469383,68775,1217408,0,0,0,0,0,6150,91971.43,23150,117345.75,68775,1,1
9450,0,41,MALE,698676.85,PROFESSOR,158,24,SA,49,6,1,7,0,1,0,0,0,0,2000,0,0,0,0,15400,0,0,0,0,0,15400,0,0,0,0,1,0
10643,0,32,MALE,681500.52,DEPENDANTS,394,9,SA,59,12,6,18,1,1,0,0,4,0,14200,994160,93860,0,0,1090720,0,0,0,0,0,2700,994160,23465,0,0,0,0
11824,0,33,MALE,1456311.55,SALARIED EMPLOYEE,307,27,SA,183,12,1,13,0,0,0,0,1,0,0,0,90630,0,0,90630,0,0,0,0,0,0,0,90630,0,0,1,1
12655,0,31,MALE,161462.86,SELF EMPLOYEE,100,29,SA,46,6,2,8,1,1,0,0,0,0,2100,275830,0,0,0,279830,0,0,0,0,0,4000,275830,0,0,0,1,1
2278,0,34,MALE,810133.59,PROFESSOR,566,21,SA,68,14,2,16,2,0,0,0,0,0,22000,161560,0,0,0,161560,0,0,0,0,0,0,80780,0,0,0,1,1
5232,0,40,MALE,138237.03,SALARIED EMPLOYEE,269,9,SA,211,4,3,7,1,0,0,0,2,0,6700,44270,86890,0,0,131160,0,0,0,0,0,0,44270,43445,0,0,1,1
17027,0,29,MALE,46625.65,SALARIED EMPLOYEE,510,4,SA,69,6,6,12,1,1,0,0,4,0,16400,355060,76110,0,0,434270,0,0,0,0,0,3100,355060,19027.5,0,0,1,1
13030,0,22,FEMALE,95635.88,SELF EMPLOYEE,642,12,SA,78,16,15,31,3,2,4,1,5,0,0,389680,944230,697693,74504,2109007,1,0,0,0,1,1450,129893.33,188846,174423.25,74504,1,0
10428,0,36,MALE,696353.59,SELF EMPLOYEE,888,14,SA,174,14,7,21,3,1,1,0,2,0,0,872920,16210,324604,0,1231134,0,0,0,1,0,17400,290973.33,8105,324604,0,1,0
12904,0,28,FEMALE,1002340.84,SELF EMPLOYEE,140,13,SA,215,17,14,31,4,2,3,1,4,0,45600,489870,97900,867141,59570,1515581,0,0,0,0,0,550,122467.5,24475,289047,59570,1,0
4145,0,42,MALE,914810.49,DEPENDANTS,237,31,SA,153,9,3,12,3,0,0,0,0,0,17400,603790,0,0,0,603790,0,0,0,0,0,0,201263.33,0,0,0,1,1
2010,0,33,MALE,6342.11,DEPENDANTS,161,11,SA,116,10,5,15,2,1,1,0,1,0,5200,554820,0,864640,0,1426060,0,0,0,0,0,6600,277410,0,864640,0,1,1
3317,0,42,MALE,287744.27,SALARIED EMPLOYEE,153,11,SA,115,11,8,19,4,1,1,0,2,0,10500,981480,96950,1053,0,1086383,0,0,0,0,0,6900,245370,48475,1053,0,1,1
3779,0,25,MALE,75777.29,PROFESSOR,610,8,SA,94,14,7,21,0,1,1,0,5,0,4000,0,26710,257987,0,296797,0,0,0,0,0,12100,0,5342,257987,0,1,1
9164,0,36,MALE,93948.3,SELF EMPLOYEE,613,8,SA,118,13,7,20,0,1,1,0,5,0,13900,0,199740,860383,0,1074823,0,0,0,0,0,14700,0,39948,860383,0,1,0
1412,0,31,FEMALE,11962.72,SELF EMPLOYEE,478,1,SA,91,10,5,15,1,1,1,0,2,0,3400,261150,46900,264902,0,576952,0,0,0,0,0,4000,261150,23450,264902,0,0,1
12640,0,46,MALE,142756.1,SALARIED EMPLOYEE,439,27,SA,119,11,3,14,1,0,1,0,1,0,12300,290420,95120,228993,0,614533,0,0,0,0,0,0,290420,95120,228993,0,1,0
12803,0,32,MALE,85313.57,SALARIED EMPLOYEE,402,6,SA,128,11,10,21,2,1,0,1,6,1,15400,796350,95690,0,66765,975805,0,0,0,0,0,17000,398175,15948.33,0,66765,1,1
14409,0,27,FEMALE,185951.53,DEPENDANTS,149,21,SA,116,9,4,13,2,0,1,0,1,0,2700,882590,61290,461389,0,1405269,0,0,0,0,0,0,441295,61290,461389,0,1,1
8368,0,35,MALE,168109.24,SELF EMPLOYEE,180,30,SA,205,0,2,2,1,0,1,0,0,0,0,234190,0,345265,0,579455,0,0,0,0,0,0,234190,0,345265,0,1,0
18380,0,29,MALE,640209.18,SALARIED EMPLOYEE,134,22,SA,102,7,2,9,2,0,0,0,0,1,4000,829640,0,0,0,829640,1,0,0,0,0,0,414820,0,0,0,1,1
3834,0,28,MALE,6137.12,PROFESSOR,666,28,CA,194,57,2,59,2,0,0,0,0,1,0,771460,0,0,0,771460,0,0,0,0,0,0,385730,0,0,0,0,0
6064,0,43,MALE,25007.98,SELF EMPLOYEE,239,14,SA,180,18,14,32,1,2,4,1,6,1,0,95540,502220,363024,1659,966943,0,0,0,0,0,2250,95540,83703.33,90756,1659,1,1
16779,0,40,MALE,481587.32,SALARIED EMPLOYEE,119,9,SA,93,10,5,15,0,1,0,0,4,1,3100,0,13830,0,0,19230,0,0,0,0,0,5400,0,3457.5,0,0,1,1
15397,0,25,MALE,644758.41,DEPENDANTS,581,24,CA,177,13,1,14,1,0,0,0,0,0,0,481160,0,0,0,481160,0,0,0,0,0,0,481160,0,0,0,1,1
10547,0,50,MALE,2168780.41,DEPENDANTS,212,23,CA,121,31,3,34,2,1,0,0,0,0,2900,294190,0,0,0,301990,0,0,0,0,0,7800,147095,0,0,0,1,1
2089,0,44,MALE,149806.05,PROFESSOR,137,13,SA,151,18,14,32,5,2,4,1,2,0,0,281620,69270,275601,58386,686877,0,0,0,0,0,1000,56324,34635,68900.25,58386,1,0
6942,0,46,MALE,144481.27,PROFESSOR,488,10,SA,56,9,5,14,1,1,1,0,2,0,6600,89120,50310,552215,0,711145,0,0,0,0,0,19500,89120,25155,552215,0,1,1
14563,0,42,MALE,1045085.7,SALARIED EMPLOYEE,132,23,SA,56,7,3,10,2,0,1,0,0,1,6900,899710,0,432635,0,1332345,0,0,0,0,0,0,449855,0,432635,0,1,0
18684,0,37,FEMALE,168577.09,DEPENDANTS,923,13,SA,108,17,14,31,5,2,4,1,2,0,14700,210840,89210,765205,32191,1140246,0,0,0,0,0,21400,42168,44605,191301.25,32191,1,0
4139,0,45,MALE,206276.93,DEPENDANTS,282,26,SA,48,6,2,8,1,0,1,0,0,0,4000,739080,0,472761,0,1211841,0,0,0,0,0,0,739080,0,472761,0,1,1
4353,0,30,FEMALE,40594.08,PROFESSOR,262,7,SA,51,16,15,31,3,2,4,1,5,0,0,737190,888190,168010,58845,1869235,0,0,0,0,0,8500,245730,177638,42002.5,58845,1,1
7897,0,39,MALE,432125.66,PROFESSOR,379,14,SA,149,8,5,13,2,1,1,0,1,1,17000,486730,0,382715,0,883345,0,0,0,1,0,13900,243365,0,382715,0,1,0
